,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,name,playlist,genre,key_0,key_1,key_2,key_3,key_4,key_5,key_6,key_7,key_8,key_9,key_10,key_11,danceability_original,energy_original,loudness_original,speechiness_original,acousticness_original,instrumentalness_original,liveness_original,valence_original,tempo_original,duration_ms_original,time_signature_original
1132,0.581749049,0.703934052,0.9089858120000001,1,0.015546218,0.012045753000000001,0.7250509159999999,0.066993124,0.547130068,0.269705422,audio_features,0Ii0Sb3GhLpnSSJrmIMn2d,spotify:track:0Ii0Sb3GhLpnSSJrmIMn2d,https://api.spotify.com/v1/tracks/0Ii0Sb3GhLpnSSJrmIMn2d,https://api.spotify.com/v1/audio-analysis/0Ii0Sb3GhLpnSSJrmIMn2d,0.055357254,0.75,Stranger: MOTHXR ,Alternative Beats,Alternative,0,0,0,0,0,0,0,0,1,0,0,0,0.595,0.7,-5.51,0.0341,0.012,0.7120000000000001,0.0855,0.54,95.007,195000,4
1134,0.388375883,0.586111889,0.883930636,1,0.006582633,0.567268008,0.139511202,0.218587206,0.20905739899999998,0.262554286,audio_features,08IRyiFp3Dj2oBPaNaBR0b,spotify:track:08IRyiFp3Dj2oBPaNaBR0b,https://api.spotify.com/v1/tracks/08IRyiFp3Dj2oBPaNaBR0b,https://api.spotify.com/v1/audio-analysis/08IRyiFp3Dj2oBPaNaBR0b,0.047138402,0.75,Fantasy Boys: BRONCHO ,Alternative Beats,Alternative,0,0,1,0,0,0,0,0,0,0,0,0,0.41700000000000004,0.583,-6.702000000000001,0.0277,0.565,0.13699999999999998,0.231,0.21899999999999997,93.884,180480,4
1136,0.682781097,0.787517296,0.876006306,1,0.034733894,0.033431348,0.244399185,0.19670764699999999,0.705107952,0.269896458,audio_features,3rgfRBBi6oX8o8i16HkK3V,spotify:track:3rgfRBBi6oX8o8i16HkK3V,https://api.spotify.com/v1/tracks/3rgfRBBi6oX8o8i16HkK3V,https://api.spotify.com/v1/audio-analysis/3rgfRBBi6oX8o8i16HkK3V,0.048025381,0.75,Echo Lake: Pierce Fulton ,Alternative Beats,Alternative,0,0,0,0,0,0,0,1,0,0,0,0,0.688,0.7829999999999999,-7.079,0.0478,0.0333,0.24,0.21,0.69,95.037,182047,4
1138,0.5480716999999999,0.554894051,0.9104992120000001,1,0.044817927,0.440761671,0.0,0.147739112,0.25223802,0.42826577,audio_features,47zREtxQZ3cHHIZwUQnuuN,spotify:track:47zREtxQZ3cHHIZwUQnuuN,https://api.spotify.com/v1/tracks/47zREtxQZ3cHHIZwUQnuuN,https://api.spotify.com/v1/audio-analysis/47zREtxQZ3cHHIZwUQnuuN,0.077057402,0.75,Never Be Like You (feat. Kai): Flume Kai ,Alternative Beats,Alternative,1,0,0,0,0,0,0,0,0,0,0,0,0.564,0.552,-5.438,0.055,0.439,0.0,0.163,0.26,119.90700000000001,233337,4
1140,0.434003259,0.42498756299999996,0.8073357859999999,1,0.028291317000000003,0.081624238,0.0025661910000000002,0.121692019,0.125855714,0.823450375,audio_features,5paV1HdDnuIzbQDKM3rsKm,spotify:track:5paV1HdDnuIzbQDKM3rsKm,https://api.spotify.com/v1/tracks/5paV1HdDnuIzbQDKM3rsKm,https://api.spotify.com/v1/audio-analysis/5paV1HdDnuIzbQDKM3rsKm,0.078216645,1.0,Blood Type: Cautious Clay ,Alternative Beats,Alternative,0,1,0,0,0,0,0,0,0,0,0,0,0.45899999999999996,0.423,-10.345999999999998,0.0432,0.0813,0.00252,0.138,0.14,181.96599999999998,235385,5
1142,0.737099402,0.62639297,0.873021545,1,0.057563025,0.096584114,0.0,0.077411961,0.34807793600000003,0.486359989,audio_features,46aicChOlpCGTfTkqugprT,spotify:track:46aicChOlpCGTfTkqugprT,https://api.spotify.com/v1/tracks/46aicChOlpCGTfTkqugprT,https://api.spotify.com/v1/audio-analysis/46aicChOlpCGTfTkqugprT,0.10723621300000001,0.75,I Bet: Ciara ,Top 100 R&B Tracks on Spotify,R&B,0,0,0,0,0,0,0,0,1,0,0,0,0.738,0.623,-7.221,0.0641,0.0962,0.0,0.0955,0.35100000000000003,129.03,286653,4
1144,0.731667572,0.409882158,0.860136626,0,0.022128852,0.681726122,3.9899999999999994e-05,0.092519275,0.28488678300000003,0.269323348,audio_features,6ydpPcCGhQ4Ox3H0ly0WcX,spotify:track:6ydpPcCGhQ4Ox3H0ly0WcX,https://api.spotify.com/v1/tracks/6ydpPcCGhQ4Ox3H0ly0WcX,https://api.spotify.com/v1/audio-analysis/6ydpPcCGhQ4Ox3H0ly0WcX,0.056972722999999996,0.75,Slow Motion: Trey Songz ,Top 100 R&B Tracks on Spotify,R&B,0,0,0,0,0,0,0,1,0,0,0,0,0.733,0.408,-7.834,0.0388,0.679,3.9200000000000004e-05,0.11,0.29100000000000004,94.947,197854,4
1146,0.689299294,0.651568646,0.8858013659999999,0,0.292717087,0.150600312,0.0,0.261304438,0.507109005,0.542728512,audio_features,6KIwMyAbOoYMXl47BzxcUm,spotify:track:6KIwMyAbOoYMXl47BzxcUm,https://api.spotify.com/v1/tracks/6KIwMyAbOoYMXl47BzxcUm,https://api.spotify.com/v1/audio-analysis/6KIwMyAbOoYMXl47BzxcUm,0.08250437299999999,0.75,You Changed Me: Jamie Foxx Chris Brown ,Top 100 R&B Tracks on Spotify,R&B,0,0,0,0,0,0,0,0,0,0,0,1,0.6940000000000001,0.648,-6.6129999999999995,0.23199999999999998,0.15,0.0,0.272,0.502,137.882,242960,4
1148,0.652362846,0.719039457,0.900031529,1,0.026330532,0.027708442000000003,1.01e-05,0.049176912,0.242759347,0.37767292,audio_features,1Uhn6IapMZmaPigrV2DlUL,spotify:track:1Uhn6IapMZmaPigrV2DlUL,https://api.spotify.com/v1/tracks/1Uhn6IapMZmaPigrV2DlUL,https://api.spotify.com/v1/audio-analysis/1Uhn6IapMZmaPigrV2DlUL,0.073337975,0.75,One Moment: Monifah ,Top 100 R&B Tracks on Spotify,R&B,0,0,0,0,0,0,1,0,0,0,0,0,0.66,0.715,-5.936,0.0418,0.0276,9.93e-06,0.0684,0.251,111.962,226766,4
1150,0.696903857,0.583090808,0.901544929,0,0.013865546000000001,0.030218487999999998,0.0,0.538445509,0.589257504,0.55616475,audio_features,7seTcUFOhn5caSDbiSfsp0,spotify:track:7seTcUFOhn5caSDbiSfsp0,https://api.spotify.com/v1/tracks/7seTcUFOhn5caSDbiSfsp0,https://api.spotify.com/v1/audio-analysis/7seTcUFOhn5caSDbiSfsp0,0.066522893,0.75,She Knows: Ne-Yo Juicy J ,Top 100 R&B Tracks on Spotify,R&B,0,0,0,0,0,0,0,0,1,0,0,0,0.701,0.58,-5.864,0.0329,0.0301,0.0,0.5379999999999999,0.58,139.99200000000002,214726,4
1152,0.656708311,0.372622157,0.899548082,0,0.010644258,0.40562102200000005,0.0,0.079078975,0.430226435,0.428539589,audio_features,2PIvq1pGrUjY007X5y1UpM,spotify:track:2PIvq1pGrUjY007X5y1UpM,https://api.spotify.com/v1/tracks/2PIvq1pGrUjY007X5y1UpM,https://api.spotify.com/v1/audio-analysis/2PIvq1pGrUjY007X5y1UpM,0.087749834,0.5,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack: The Weeknd ",Top 100 R&B Tracks on Spotify,R&B,0,0,1,0,0,0,0,0,0,0,0,0,0.664,0.371,-5.959,0.0306,0.40399999999999997,0.0,0.0971,0.429,119.95,252227,3
1154,0.850081477,0.5337464829999999,0.841324225,1,0.020588235,0.000980464,1.36e-05,0.04740571,0.784096893,0.33342248399999996,audio_features,7ioiB40H9xKs04QtIso2I3,spotify:track:7ioiB40H9xKs04QtIso2I3,https://api.spotify.com/v1/tracks/7ioiB40H9xKs04QtIso2I3,https://api.spotify.com/v1/audio-analysis/7ioiB40H9xKs04QtIso2I3,0.052474429,0.75,Somebody: Natalie La Rose Jeremih ,Top 100 R&B Tracks on Spotify,R&B,1,0,0,0,0,0,0,0,0,0,0,0,0.8420000000000001,0.531,-8.729,0.0377,0.0009789999999999998,1.34e-05,0.0667,0.765,105.01299999999999,189907,4
1156,0.6795219990000001,0.8388756740000001,0.9539464,0,0.088935574,0.290158889,0.0,0.36132527600000003,0.804107425,0.429303735,audio_features,0e2ID8ZA97qEPR0codEji9,spotify:track:0e2ID8ZA97qEPR0codEji9,https://api.spotify.com/v1/tracks/0e2ID8ZA97qEPR0codEji9,https://api.spotify.com/v1/audio-analysis/0e2ID8ZA97qEPR0codEji9,0.09158756300000001,0.75,Coming With You: Ne-Yo ,Top 100 R&B Tracks on Spotify,R&B,0,0,0,0,0,0,0,0,0,0,0,1,0.685,0.8340000000000001,-3.3710000000000004,0.0865,0.289,0.0,0.368,0.784,120.07,259007,4
1158,0.6501901139999999,0.581076754,0.8921702570000001,0,0.302521008,0.0416643,1.11e-05,0.089393624,0.751448131,0.861460283,audio_features,6MOqNnQ7wBjKc0A9VwMHIt,spotify:track:6MOqNnQ7wBjKc0A9VwMHIt,https://api.spotify.com/v1/tracks/6MOqNnQ7wBjKc0A9VwMHIt,https://api.spotify.com/v1/audio-analysis/6MOqNnQ7wBjKc0A9VwMHIt,0.063868181,0.75,Double Tap: Jordin Sparks 2 Chainz ,Top 100 R&B Tracks on Spotify,R&B,0,0,0,0,0,0,0,0,1,0,0,0,0.6579999999999999,0.578,-6.31,0.239,0.0415,1.09e-05,0.107,0.7340000000000001,187.935,210036,4
1160,0.39380771299999995,0.264870265,0.876321597,1,0.012885154,0.9257026279999999,0.0,0.115440717,0.327014218,0.42841223100000003,audio_features,3U4isOIWM3VvDubwSI3y7a,spotify:track:3U4isOIWM3VvDubwSI3y7a,https://api.spotify.com/v1/tracks/3U4isOIWM3VvDubwSI3y7a,https://api.spotify.com/v1/audio-analysis/3U4isOIWM3VvDubwSI3y7a,0.09756094800000001,0.75,All of Me: John Legend ,Top 100 R&B Tracks on Spotify,R&B,0,0,0,0,0,0,0,0,1,0,0,0,0.42200000000000004,0.264,-7.064,0.0322,0.922,0.0,0.132,0.331,119.93,269560,4
1162,0.384030418,0.6686881060000001,0.912790331,1,0.24649859899999998,0.010007595,1.29e-06,0.35924150899999996,0.228014745,0.25062086899999997,audio_features,387d34iruAkp5VeT07TmJZ,spotify:track:387d34iruAkp5VeT07TmJZ,https://api.spotify.com/v1/tracks/387d34iruAkp5VeT07TmJZ,https://api.spotify.com/v1/audio-analysis/387d34iruAkp5VeT07TmJZ,0.102102826,0.75,Get You Alone (Featuring Jeremih): Maejor ,Top 100 R&B Tracks on Spotify,R&B,0,0,0,0,0,0,1,0,0,0,0,0,0.413,0.665,-5.329,0.19899999999999998,0.00997,1.27e-06,0.366,0.237,92.01,277584,4
1164,0.8957088540000001,0.769390809,0.9435627959999999,1,0.091316527,0.063250698,7.17e-06,0.100854345,0.604002106,0.30141749100000004,audio_features,41Fflg7qHiVOD6dEPvsCzO,spotify:track:41Fflg7qHiVOD6dEPvsCzO,https://api.spotify.com/v1/tracks/41Fflg7qHiVOD6dEPvsCzO,https://api.spotify.com/v1/audio-analysis/41Fflg7qHiVOD6dEPvsCzO,0.072096656,0.75,Worth It: Fifth Harmony Kid Ink ,Top 100 R&B Tracks on Spotify,R&B,0,0,0,0,0,0,0,0,1,0,0,0,0.884,0.765,-3.865,0.0882,0.063,7.04e-06,0.11800000000000001,0.594,99.98700000000001,224573,4
1166,0.621944595,0.641498376,0.883321072,1,0.038515406,0.137548071,0.0,0.10814753099999999,0.582938389,0.440753193,audio_features,3U1TuSqHIubBA10cVP7Sk6,spotify:track:3U1TuSqHIubBA10cVP7Sk6,https://api.spotify.com/v1/tracks/3U1TuSqHIubBA10cVP7Sk6,https://api.spotify.com/v1/audio-analysis/3U1TuSqHIubBA10cVP7Sk6,0.059697057000000005,0.5,I Think I'm In Love: Kat Dahlia ,Top 100 R&B Tracks on Spotify,R&B,0,0,0,0,0,0,0,1,0,0,0,0,0.632,0.638,-6.731,0.0505,0.13699999999999998,0.0,0.125,0.574,121.868,202667,3
1168,0.671917436,0.6404913489999999,0.870730426,1,0.035994398,0.048090018,2.25e-06,0.09147739099999999,0.266982622,0.581254219,audio_features,4tMx1Own1neH4rG87LwZy9,spotify:track:4tMx1Own1neH4rG87LwZy9,https://api.spotify.com/v1/tracks/4tMx1Own1neH4rG87LwZy9,https://api.spotify.com/v1/audio-analysis/4tMx1Own1neH4rG87LwZy9,0.087998891,0.75,Mascara: Jazmine Sullivan ,Top 100 R&B Tracks on Spotify,R&B,0,0,0,0,0,0,1,0,0,0,0,0,0.6779999999999999,0.637,-7.33,0.0487,0.0479,2.21e-06,0.109,0.27399999999999997,143.93200000000002,252667,4
1170,0.580662683,0.7331378359999999,0.903436679,1,0.055462185,0.27208655600000003,0.0,0.37695353200000004,0.461822012,0.21255364899999998,audio_features,1JmPASoql4lnXimD5ICqRP,spotify:track:1JmPASoql4lnXimD5ICqRP,https://api.spotify.com/v1/tracks/1JmPASoql4lnXimD5ICqRP,https://api.spotify.com/v1/audio-analysis/1JmPASoql4lnXimD5ICqRP,0.09571227199999999,0.75,Not a Bad Thing: Justin Timberlake ,Top 100 R&B Tracks on Spotify,R&B,0,0,1,0,0,0,0,0,0,0,0,0,0.594,0.7290000000000001,-5.774,0.0626,0.271,0.0,0.38299999999999995,0.45899999999999996,86.03200000000001,266294,4
1172,0.614340033,0.5790626999999999,0.9051392540000001,0,0.212885154,0.054515737,4.14e-05,0.172744322,0.225908373,0.804964404,audio_features,3trS6e40JCVUOpPVt5OdHj,spotify:track:3trS6e40JCVUOpPVt5OdHj,https://api.spotify.com/v1/tracks/3trS6e40JCVUOpPVt5OdHj,https://api.spotify.com/v1/audio-analysis/3trS6e40JCVUOpPVt5OdHj,0.054308388,0.75,Adorn: Miguel ,Top 100 R&B Tracks on Spotify,R&B,0,0,0,0,0,0,0,0,0,0,0,1,0.625,0.5760000000000001,-5.693,0.175,0.0543,4.07e-05,0.187,0.235,179.063,193147,4
1174,0.812058664,0.6868145920000001,0.9005359959999999,0,0.03627451,0.005650155,0.0,0.125859554,0.822011585,0.409697016,audio_features,6qCklB4TuA68V3MPD4UFjv,spotify:track:6qCklB4TuA68V3MPD4UFjv,https://api.spotify.com/v1/tracks/6qCklB4TuA68V3MPD4UFjv,https://api.spotify.com/v1/audio-analysis/6qCklB4TuA68V3MPD4UFjv,0.07348571,0.75,I Can't Describe (The Way I Feel): Jennifer Hudson T.I. ,Top 100 R&B Tracks on Spotify,R&B,0,0,0,0,0,1,0,0,0,0,0,0,0.807,0.6829999999999999,-5.912000000000001,0.0489,0.00563,0.0,0.142,0.8009999999999999,116.991,227027,4
1176,0.6675719720000001,0.8147070259999999,0.917246453,0,0.020728291,0.09266844199999999,4.83e-05,0.092519275,0.390205371,0.269629007,audio_features,1Xsxp1SEOxuMzjrFZhtw8u,spotify:track:1Xsxp1SEOxuMzjrFZhtw8u,https://api.spotify.com/v1/tracks/1Xsxp1SEOxuMzjrFZhtw8u,https://api.spotify.com/v1/audio-analysis/1Xsxp1SEOxuMzjrFZhtw8u,0.056414045,0.75,Next to Me: Emeli Sand̩ ,Top 100 R&B Tracks on Spotify,R&B,0,0,0,0,0,0,0,1,0,0,0,0,0.674,0.81,-5.117,0.0378,0.0923,4.74e-05,0.11,0.391,94.995,196867,4
1178,0.575230853,0.876135675,0.931623752,0,0.235294118,0.013150173000000001,0.0,0.28318399699999997,0.548183254,0.434417147,audio_features,6ufMt4gj8JCkFVXc16cAt2,spotify:track:6ufMt4gj8JCkFVXc16cAt2,https://api.spotify.com/v1/tracks/6ufMt4gj8JCkFVXc16cAt2,https://api.spotify.com/v1/audio-analysis/6ufMt4gj8JCkFVXc16cAt2,0.05669027,0.75,Kinda Miss You: Deborah Cox ,Top 100 R&B Tracks on Spotify,R&B,0,0,0,0,0,0,0,0,0,0,0,1,0.589,0.871,-4.433,0.191,0.0131,0.0,0.293,0.541,120.87299999999999,197355,4
1180,0.705594785,0.641498376,0.934419338,1,0.024509804,0.065158334,0.0,0.078870598,0.471300685,0.5689132570000001,audio_features,3nw9J97nUugT84SIJdjhAV,spotify:track:3nw9J97nUugT84SIJdjhAV,https://api.spotify.com/v1/tracks/3nw9J97nUugT84SIJdjhAV,https://api.spotify.com/v1/audio-analysis/3nw9J97nUugT84SIJdjhAV,0.08316833400000001,0.75,New Flame: Chris Brown Usher Rick Ross ,Top 100 R&B Tracks on Spotify,R&B,0,1,0,0,0,0,0,0,0,0,0,0,0.7090000000000001,0.638,-4.3,0.0405,0.0649,0.0,0.0969,0.46799999999999997,141.994,244133,4
1182,0.844649647,0.794566485,0.935911718,1,0.158263305,0.003963403,0.000204684,0.071473224,0.6893101629999999,0.42885798299999994,audio_features,5gc3tm8DSeibg84p0CebCZ,spotify:track:5gc3tm8DSeibg84p0CebCZ,https://api.spotify.com/v1/tracks/5gc3tm8DSeibg84p0CebCZ,https://api.spotify.com/v1/audio-analysis/5gc3tm8DSeibg84p0CebCZ,0.087621344,0.75,Say Yes (ft. Beyonc̩ & Kelly Rowland): Michelle Williams Beyonc̩ Kelly Rowland ,Top 100 R&B Tracks on Spotify,R&B,0,1,0,0,0,0,0,0,0,0,0,0,0.8370000000000001,0.79,-4.229,0.136,0.00395,0.00020099999999999998,0.0898,0.675,120.0,252000,4
1184,0.424225964,0.170209723,0.757120336,1,0.013165266,0.924698609,2.93e-06,0.074598875,0.073617694,0.600497969,audio_features,6MCTFiVEptpgYjh4DdW3ck,spotify:track:6MCTFiVEptpgYjh4DdW3ck,https://api.spotify.com/v1/tracks/6MCTFiVEptpgYjh4DdW3ck,https://api.spotify.com/v1/audio-analysis/6MCTFiVEptpgYjh4DdW3ck,0.061416110999999995,0.5,Fall for You: Leela James ,Top 100 R&B Tracks on Spotify,R&B,0,1,0,0,0,0,0,0,0,0,0,0,0.45,0.17,-12.735,0.0324,0.9209999999999999,2.88e-06,0.0928,0.0904,146.954,205704,3
1186,0.593699077,0.289038914,0.7382658959999999,0,0.08669467800000001,0.9216865540000001,0.0,0.07866222099999999,0.7704054770000001,0.8603586390000001,audio_features,231O3DltLcwtgIKoNbMkrt,spotify:track:231O3DltLcwtgIKoNbMkrt,https://api.spotify.com/v1/tracks/231O3DltLcwtgIKoNbMkrt,https://api.spotify.com/v1/audio-analysis/231O3DltLcwtgIKoNbMkrt,0.065643838,0.75,Get Her Back: Robin Thicke ,Top 100 R&B Tracks on Spotify,R&B,0,0,0,0,1,0,0,0,0,0,0,0,0.606,0.28800000000000003,-13.632,0.0849,0.9179999999999999,0.0,0.0967,0.752,187.762,213173,4
1188,0.532862575,0.67070216,0.9120966890000001,1,0.016246498999999998,0.09618250699999999,0.0,0.121692019,0.434439179,0.161527783,audio_features,7wA4XiTQOWByeF6DGWoxkt,spotify:track:7wA4XiTQOWByeF6DGWoxkt,https://api.spotify.com/v1/tracks/7wA4XiTQOWByeF6DGWoxkt,https://api.spotify.com/v1/audio-analysis/7wA4XiTQOWByeF6DGWoxkt,0.080066453,0.75,Let Me Know: Tamar Braxton Future ,Top 100 R&B Tracks on Spotify,R&B,0,0,1,0,0,0,0,0,0,0,0,0,0.55,0.667,-5.362,0.0346,0.0958,0.0,0.138,0.433,78.01899999999999,238653,4
1190,0.40358500799999997,0.740187025,0.9063583820000001,0,0.155462185,0.028009647000000002,0.0,0.072827672,0.331226962,0.780257008,audio_features,2L5E8nSrdHK1gjcnro9uC5,spotify:track:2L5E8nSrdHK1gjcnro9uC5,https://api.spotify.com/v1/tracks/2L5E8nSrdHK1gjcnro9uC5,https://api.spotify.com/v1/audio-analysis/2L5E8nSrdHK1gjcnro9uC5,0.105908291,0.75,Somebody Else: Rico Love ,Top 100 R&B Tracks on Spotify,R&B,0,0,0,0,0,0,1,0,0,0,0,0,0.431,0.736,-5.635,0.134,0.0279,0.0,0.0911,0.335,175.183,284307,4
1192,0.35035306899999996,0.716018376,0.9281555440000001,0,0.040196077999999996,0.340359817,1.18e-05,0.467597416,0.412322275,0.522949859,audio_features,1ins6WnuUxsmmFFg6uOYi9,spotify:track:1ins6WnuUxsmmFFg6uOYi9,https://api.spotify.com/v1/tracks/1ins6WnuUxsmmFFg6uOYi9,https://api.spotify.com/v1/audio-analysis/1ins6WnuUxsmmFFg6uOYi9,0.15455121800000002,0.5,When You Love Somebody: Raheem DeVaughn ,Top 100 R&B Tracks on Spotify,R&B,0,0,0,0,0,0,0,0,0,0,0,1,0.382,0.7120000000000001,-4.598,0.0517,0.33899999999999997,1.1599999999999999e-05,0.47,0.41200000000000003,134.776,370243,3
1194,0.64584465,0.6827864840000001,0.9100367840000001,1,0.040196077999999996,0.047487607,0.0,0.071473224,0.601895735,0.35219501,audio_features,0UdRGHCSRvn85nN0IfHFmq,spotify:track:0UdRGHCSRvn85nN0IfHFmq,https://api.spotify.com/v1/tracks/0UdRGHCSRvn85nN0IfHFmq,https://api.spotify.com/v1/audio-analysis/0UdRGHCSRvn85nN0IfHFmq,0.081002677,0.75,Rolling In the Deep (The Aretha Version): Aretha Franklin ,Top 100 R&B Tracks on Spotify,R&B,0,0,0,0,0,0,0,0,1,0,0,0,0.654,0.679,-5.46,0.0517,0.0473,0.0,0.0898,0.5920000000000001,107.961,240307,4
1196,0.591526344,0.9214518909999999,0.917919075,0,0.278711485,0.028812862,5.08e-06,0.448843509,0.525013165,0.219672945,audio_features,5p50Y4YcBSjQYd481iVrzv,spotify:track:5p50Y4YcBSjQYd481iVrzv,https://api.spotify.com/v1/tracks/5p50Y4YcBSjQYd481iVrzv,https://api.spotify.com/v1/audio-analysis/5p50Y4YcBSjQYd481iVrzv,0.063447616,0.75,Her Favorite Song: Mayer Hawthorne ,Top 100 R&B Tracks on Spotify,R&B,0,0,0,0,0,0,0,0,0,0,1,0,0.604,0.9159999999999999,-5.085,0.222,0.0287,4.99e-06,0.452,0.519,87.15,209293,4
1198,0.862031505,0.5780556720000001,0.893032055,0,0.11064425800000001,0.08724674199999999,0.0,0.043342362999999995,0.5450236970000001,0.28873903100000003,audio_features,3Vo7i7cUEKBdCu4g0Refkh,spotify:track:3Vo7i7cUEKBdCu4g0Refkh,https://api.spotify.com/v1/tracks/3Vo7i7cUEKBdCu4g0Refkh,https://api.spotify.com/v1/audio-analysis/3Vo7i7cUEKBdCu4g0Refkh,0.05724725,0.75,Side Bitch Issues: Brandon Beal ,Top 100 R&B Tracks on Spotify,R&B,0,1,0,0,0,0,0,0,0,0,0,0,0.853,0.575,-6.269,0.102,0.0869,0.0,0.0628,0.5379999999999999,97.99600000000001,198339,4
1200,0.6664856060000001,0.456205401,0.88189175,1,0.078991597,0.050600065,0.034419552,0.064596791,0.529225908,0.6837962790000001,audio_features,5RlciRfZzBAlwZ1dyB93yF,spotify:track:5RlciRfZzBAlwZ1dyB93yF,https://api.spotify.com/v1/tracks/5RlciRfZzBAlwZ1dyB93yF,https://api.spotify.com/v1/audio-analysis/5RlciRfZzBAlwZ1dyB93yF,0.087417571,0.75,nEXt: Sevyn Streeter ,Top 100 R&B Tracks on Spotify,R&B,0,1,0,0,0,0,0,0,0,0,0,0,0.6729999999999999,0.45399999999999996,-6.7989999999999995,0.0794,0.0504,0.0338,0.0832,0.523,160.035,251640,4
1202,0.388375883,0.719039457,0.935617446,0,0.028291317000000003,0.07710615400000001,0.0,0.22588039199999999,0.458662454,0.44115437,audio_features,01bZIp0vgbIsJj3Dm3FY5F,spotify:track:01bZIp0vgbIsJj3Dm3FY5F,https://api.spotify.com/v1/tracks/01bZIp0vgbIsJj3Dm3FY5F,https://api.spotify.com/v1/audio-analysis/01bZIp0vgbIsJj3Dm3FY5F,0.084631538,0.75,Every Moment: Jodeci ,Top 100 R&B Tracks on Spotify,R&B,0,0,0,0,0,0,0,1,0,0,0,0,0.41700000000000004,0.715,-4.243,0.0432,0.0768,0.0,0.23800000000000002,0.456,121.931,246718,4
1204,0.760999457,0.7341448629999999,0.9275039409999999,0,0.09915966400000001,0.22088161,0.0,0.102938112,0.758820432,0.283345432,audio_features,588wOkZ39hkJc5K19WJ1hS,spotify:track:588wOkZ39hkJc5K19WJ1hS,https://api.spotify.com/v1/tracks/588wOkZ39hkJc5K19WJ1hS,https://api.spotify.com/v1/audio-analysis/588wOkZ39hkJc5K19WJ1hS,0.094500388,0.75,Lemonade (feat. Tyga): Danity Kane Tyga ,Top 100 R&B Tracks on Spotify,R&B,0,0,0,1,0,0,0,0,0,0,0,0,0.76,0.73,-4.629,0.0938,0.22,0.0,0.12,0.741,97.149,264153,4
1206,0.833785986,0.505549726,0.888617972,0,0.09621848699999999,0.093973666,0.0,0.160241717,0.292259084,0.155083483,audio_features,2d2DEl2RVNBdlL7IA8vmv2,spotify:track:2d2DEl2RVNBdlL7IA8vmv2,https://api.spotify.com/v1/tracks/2d2DEl2RVNBdlL7IA8vmv2,https://api.spotify.com/v1/audio-analysis/2d2DEl2RVNBdlL7IA8vmv2,0.099400001,0.75,Nobody: Kem ,Top 100 R&B Tracks on Spotify,R&B,0,0,0,0,0,0,0,0,0,0,1,0,0.8270000000000001,0.503,-6.479,0.0917,0.0936,0.0,0.175,0.298,77.007,272809,4
1208,0.551330798,0.549858916,0.891644771,0,0.261904762,0.055017746,0.0,0.084184205,0.484992101,0.771653995,audio_features,61Qo4mqwXcZOHMAxzcFODf,spotify:track:61Qo4mqwXcZOHMAxzcFODf,https://api.spotify.com/v1/tracks/61Qo4mqwXcZOHMAxzcFODf,https://api.spotify.com/v1/audio-analysis/61Qo4mqwXcZOHMAxzcFODf,0.072285713,0.75,Drankin' Patna: T-Pain ,Top 100 R&B Tracks on Spotify,R&B,0,0,0,0,0,1,0,0,0,0,0,0,0.5670000000000001,0.547,-6.335,0.21,0.0548,0.0,0.102,0.48100000000000004,173.832,224907,4
1210,0.673003802,0.482388104,0.887819233,0,0.018067226999999998,0.10341144,0.0,0.143571577,0.53659821,0.174467326,audio_features,27VjWWCkPZ8OJkSUPxWjyi,spotify:track:27VjWWCkPZ8OJkSUPxWjyi,https://api.spotify.com/v1/tracks/27VjWWCkPZ8OJkSUPxWjyi,https://api.spotify.com/v1/audio-analysis/27VjWWCkPZ8OJkSUPxWjyi,0.074338162,0.75,Spend The Night: Dave Hollister ,Top 100 R&B Tracks on Spotify,R&B,0,0,0,0,0,0,0,0,0,0,0,1,0.679,0.48,-6.517,0.0359,0.10300000000000001,0.0,0.159,0.53,80.051,228533,4
1212,0.77403585,0.618336754,0.8882396220000001,0,0.041036415,0.029616077,2.39e-06,0.093561159,0.758820432,0.174091621,audio_features,141JmkNAbsMQ5ykSy1R8z8,spotify:track:141JmkNAbsMQ5ykSy1R8z8,https://api.spotify.com/v1/tracks/141JmkNAbsMQ5ykSy1R8z8,https://api.spotify.com/v1/audio-analysis/141JmkNAbsMQ5ykSy1R8z8,0.0451935,0.75,Zipper: Jason Derulo ,Top 100 R&B Tracks on Spotify,R&B,0,0,0,0,0,0,0,0,1,0,0,0,0.772,0.615,-6.497000000000001,0.0523,0.0295,2.35e-06,0.111,0.741,79.992,177044,4
1214,0.603476372,0.418945401,0.8888912240000001,1,0.011204482,0.42670541100000003,1.9e-06,0.04990623,0.547130068,0.682414447,audio_features,59QTrL9pDi6WWg8j6hfC1R,spotify:track:59QTrL9pDi6WWg8j6hfC1R,https://api.spotify.com/v1/tracks/59QTrL9pDi6WWg8j6hfC1R,https://api.spotify.com/v1/audio-analysis/59QTrL9pDi6WWg8j6hfC1R,0.115553556,0.75,Lie Under You: KeKe Wyatt ,Top 100 R&B Tracks on Spotify,R&B,0,0,0,0,0,1,0,0,0,0,0,0,0.615,0.41700000000000004,-6.466,0.031,0.425,1.87e-06,0.0691,0.54,159.81799999999998,301347,4
