danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,name,playlist,genre,key_0,key_1,key_2,key_3,key_4,key_5,key_6,key_7,key_8,key_9,key_10,key_11,,
0.569799022,0.87110054,0.908964792,1,0.026470588,0.005369029,2.97E-05,0.067305689,0.503949447,0.416154052,audio_features,3MFV4DgrAOXz6KURPQxRj9,spotify:track:3MFV4DgrAOXz6KURPQxRj9,https://api.spotify.com/v1/tracks/3MFV4DgrAOXz6KURPQxRj9,https://api.spotify.com/v1/audio-analysis/3MFV4DgrAOXz6KURPQxRj9,0.055908008,0.75,Somewhere In My Car: Keith Urban ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,0,0,0,0,1,0,,
0.616512765,0.681779457,0.900956385,1,0.006582633,0.065359137,7.43E-05,0.09668681,0.403896788,0.359021383,audio_features,3AYUY4avB7L8dZtNNmzZi8,spotify:track:3AYUY4avB7L8dZtNNmzZi8,https://api.spotify.com/v1/tracks/3AYUY4avB7L8dZtNNmzZi8,https://api.spotify.com/v1/audio-analysis/3AYUY4avB7L8dZtNNmzZi8,0.093062655,0.75,Lay Low: Josh Turner ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,0,0,0,0,0,1,,
0.782726779,0.586111889,0.870099842,1,0.093977591,0.052808906,4.15E-06,0.016149198,0.906266456,0.206071142,audio_features,61tRRrJoargpHwT0uAEpuY,spotify:track:61tRRrJoargpHwT0uAEpuY,https://api.spotify.com/v1/tracks/61tRRrJoargpHwT0uAEpuY,https://api.spotify.com/v1/audio-analysis/61tRRrJoargpHwT0uAEpuY,0.050572546,0.75,American Kids: Kenny Chesney ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,0,1,0,0,0,0,,
0.48940793,0.910374594,0.963573305,1,0.008263305,0.114455644,3.07E-06,0.126901438,0.816745656,0.658483934,audio_features,5y1ojCNp0g9IU7tmsrXPQk,spotify:track:5y1ojCNp0g9IU7tmsrXPQk,https://api.spotify.com/v1/tracks/5y1ojCNp0g9IU7tmsrXPQk,https://api.spotify.com/v1/audio-analysis/5y1ojCNp0g9IU7tmsrXPQk,0.067387231,0.75,God Made Girls: RaeLynn ,Top 100 Country Tracks on Spotify,Country,0,0,0,1,0,0,0,0,0,0,0,0,,
0.557848995,0.839882701,0.899085654,1,0.012885154,0.01134294,0,0.119608252,0.60821485,0.371744419,audio_features,7196z4iac1h7cup3h9IwfR,spotify:track:7196z4iac1h7cup3h9IwfR,https://api.spotify.com/v1/tracks/7196z4iac1h7cup3h9IwfR,https://api.spotify.com/v1/audio-analysis/7196z4iac1h7cup3h9IwfR,0.038874266,0.75,Turn It On: Eli Young Band ,Top 100 Country Tracks on Spotify,Country,1,0,0,0,0,0,0,0,0,0,0,0,,
0.644758284,0.527704321,0.86829217,1,0.025770308,0.5722881,0,0.12481767,0.645076356,0.664444275,audio_features,3j0oJtPonSYt9f5jHVLb91,spotify:track:3j0oJtPonSYt9f5jHVLb91,https://api.spotify.com/v1/tracks/3j0oJtPonSYt9f5jHVLb91,https://api.spotify.com/v1/audio-analysis/3j0oJtPonSYt9f5jHVLb91,0.044384633,0.75,Boom Clap: Lennon & Maisy ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,1,0,0,0,0,0,0,0,,
0.568712656,0.86405135,0.930320547,1,0.024089636,0.058130204,0,0.092519275,0.617693523,0.569403584,audio_features,0IsjGDAqohBEdZWVoTaMjI,spotify:track:0IsjGDAqohBEdZWVoTaMjI,https://api.spotify.com/v1/tracks/0IsjGDAqohBEdZWVoTaMjI,https://api.spotify.com/v1/audio-analysis/0IsjGDAqohBEdZWVoTaMjI,0.054217822,0.75,Raised by a Good Time: Steven Lee Olsen ,Top 100 Country Tracks on Spotify,Country,0,0,1,0,0,0,0,0,0,0,0,0,,
0.453557849,0.705948106,0.902469785,1,0.032072829,0.047086,0,0.234215462,0.499736704,0.734299978,audio_features,4ahkoxZq93fgcyNmdskMIY,spotify:track:4ahkoxZq93fgcyNmdskMIY,https://api.spotify.com/v1/tracks/4ahkoxZq93fgcyNmdskMIY,https://api.spotify.com/v1/audio-analysis/4ahkoxZq93fgcyNmdskMIY,0.058157437,0.75,Baby Be My Love Song: Easton Corbin ,Top 100 Country Tracks on Spotify,Country,1,0,0,0,0,0,0,0,0,0,0,0,,
0.799022271,0.632435132,0.892716763,0,0.002941176,0.014656201,0,0.075640758,0.447077409,0.352303264,audio_features,5ZlPmjDhZi1qQWVHiaU7MU,spotify:track:5ZlPmjDhZi1qQWVHiaU7MU,https://api.spotify.com/v1/tracks/5ZlPmjDhZi1qQWVHiaU7MU,https://api.spotify.com/v1/audio-analysis/5ZlPmjDhZi1qQWVHiaU7MU,0.097440382,0.75,That Look: Aaron Watson ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,0,0,0,0,0,1,,
0.62629006,0.839882701,0.924708355,1,0.015406162,0.001794723,1.84E-06,0.316524276,0.521853607,0.454246743,audio_features,2gCKzFcx0JB5WdK0MPbg8I,spotify:track:2gCKzFcx0JB5WdK0MPbg8I,https://api.spotify.com/v1/tracks/2gCKzFcx0JB5WdK0MPbg8I,https://api.spotify.com/v1/audio-analysis/2gCKzFcx0JB5WdK0MPbg8I,0.072014015,0.75,Going Out Like That: Reba McEntire ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,1,0,0,0,0,0,,
0.242802825,0.652575673,0.926915397,1,0.01302521,0.015861023,0,0.257136904,0.368088468,0.61341204,audio_features,799mKKcXcpcJcbBZzrnyAp,spotify:track:799mKKcXcpcJcbBZzrnyAp,https://api.spotify.com/v1/tracks/799mKKcXcpcJcbBZzrnyAp,https://api.spotify.com/v1/audio-analysis/799mKKcXcpcJcbBZzrnyAp,0.058542342,0.5,Drunk Americans: Toby Keith ,Top 100 Country Tracks on Spotify,Country,0,0,1,0,0,0,0,0,0,0,0,0,,
0.540467137,0.741194052,0.903941146,1,0.034453782,0.014254593,0,0.305063555,0.838862559,0.671156026,audio_features,63QCk4cHK1jEdCJsGqOx0D,spotify:track:63QCk4cHK1jEdCJsGqOx0D,https://api.spotify.com/v1/tracks/63QCk4cHK1jEdCJsGqOx0D,https://api.spotify.com/v1/audio-analysis/63QCk4cHK1jEdCJsGqOx0D,0.060557433,0.75,Where It's At: Dustin Lynch ,Top 100 Country Tracks on Spotify,Country,0,0,0,1,0,0,0,0,0,0,0,0,,
0.546985334,0.793559458,0.941797162,1,0.009383754,0.009114018,0.000403259,0.077516149,0.766192733,0.588666437,audio_features,1OtiKlQ3EALplQWw2LF7Xn,spotify:track:1OtiKlQ3EALplQWw2LF7Xn,https://api.spotify.com/v1/tracks/1OtiKlQ3EALplQWw2LF7Xn,https://api.spotify.com/v1/audio-analysis/1OtiKlQ3EALplQWw2LF7Xn,0.061493092,0.75,Love You Like That: Canaan Smith ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,0,0,0,0,0,1,,
0.541553504,0.819742161,0.912306884,1,0.06162465,0.012246556,0,0.051364868,0.650342285,0.670544709,audio_features,4q0SB41tm7eFqnAODPM8C6,spotify:track:4q0SB41tm7eFqnAODPM8C6,https://api.spotify.com/v1/tracks/4q0SB41tm7eFqnAODPM8C6,https://api.spotify.com/v1/audio-analysis/4q0SB41tm7eFqnAODPM8C6,0.083349465,0.75,Take It On Back: Chase Bryant ,Top 100 Country Tracks on Spotify,Country,0,0,1,0,0,0,0,0,0,0,0,0,,
0.58718088,0.936557297,0.951403048,1,0.063165266,0.128511904,0,0.049593665,0.732490785,0.282103695,audio_features,0Rm6GWdapFsg4Z6r2Ae3s8,spotify:track:0Rm6GWdapFsg4Z6r2Ae3s8,https://api.spotify.com/v1/tracks/0Rm6GWdapFsg4Z6r2Ae3s8,https://api.spotify.com/v1/audio-analysis/0Rm6GWdapFsg4Z6r2Ae3s8,0.056338196,0.75,Tattoo: Hunter Hayes ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,0,0,1,0,0,0,,
0.600217273,0.37866432,0.830036784,1,0.006302521,0.114455644,0,0.103979996,0.285939968,0.581604452,audio_features,52aeWO2BChpGCFG4BDSQq2,spotify:track:52aeWO2BChpGCFG4BDSQq2,https://api.spotify.com/v1/tracks/52aeWO2BChpGCFG4BDSQq2,https://api.spotify.com/v1/audio-analysis/52aeWO2BChpGCFG4BDSQq2,0.080672678,0.75,Whiskey on My Breath (Radio Edit): Love and Theft ,Top 100 Country Tracks on Spotify,Country,0,0,1,0,0,0,0,0,0,0,0,0,,
0.579576317,0.916416756,0.944718865,1,0.102240896,0.294174964,0,0.369660346,0.86940495,0.684025522,audio_features,3yCeppDD1IM0GcBvN8K3KL,spotify:track:3yCeppDD1IM0GcBvN8K3KL,https://api.spotify.com/v1/tracks/3yCeppDD1IM0GcBvN8K3KL,https://api.spotify.com/v1/audio-analysis/3yCeppDD1IM0GcBvN8K3KL,0.068889493,0.75,Girl In A Country Song: Maddie & Tae ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,0,0,1,0,0,0,,
0.643671917,0.86405135,0.946064109,1,0.017927171,0.064154315,0,0.058866431,0.49552396,0.36499446,audio_features,53Dj5PCDhb22qWqmre3YQs,spotify:track:53Dj5PCDhb22qWqmre3YQs,https://api.spotify.com/v1/tracks/53Dj5PCDhb22qWqmre3YQs,https://api.spotify.com/v1/audio-analysis/53Dj5PCDhb22qWqmre3YQs,0.051795185,0.75,Aw Naw: Chris Young ,Top 100 Country Tracks on Spotify,Country,0,0,1,0,0,0,0,0,0,0,0,0,,
0.516567083,0.660631889,0.864277457,1,0.013305322,0.018672275,0,0.08835174,0.764086361,0.70938881,audio_features,3gz4UBairZaiIRTti4AqSm,spotify:track:3gz4UBairZaiIRTti4AqSm,https://api.spotify.com/v1/tracks/3gz4UBairZaiIRTti4AqSm,https://api.spotify.com/v1/audio-analysis/3gz4UBairZaiIRTti4AqSm,0.061734789,0.75,Rewind: Rascal Flatts ,Top 100 Country Tracks on Spotify,Country,0,0,0,1,0,0,0,0,0,0,0,0,,
0.529603476,0.894262161,0.959768786,1,0.031792717,0.154616386,1.14E-06,0.146697229,0.555555556,0.722245571,audio_features,6mUR3hNAhMFPnOLeSYz1SL,spotify:track:6mUR3hNAhMFPnOLeSYz1SL,https://api.spotify.com/v1/tracks/6mUR3hNAhMFPnOLeSYz1SL,https://api.spotify.com/v1/audio-analysis/6mUR3hNAhMFPnOLeSYz1SL,0.052896693,0.75,Trouble: Gloriana ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,0,1,0,0,0,0,,
0.569799022,0.794566485,0.887251708,1,0.025490196,0.044575953,4.30E-05,0.05438633,0.706161137,0.454081178,audio_features,0yGeVoWrSc7Ocnv8sSouNC,spotify:track:0yGeVoWrSc7Ocnv8sSouNC,https://api.spotify.com/v1/tracks/0yGeVoWrSc7Ocnv8sSouNC,https://api.spotify.com/v1/audio-analysis/0yGeVoWrSc7Ocnv8sSouNC,0.066649686,0.75,Gonna Wanna Tonight: Chase Rice ,Top 100 Country Tracks on Spotify,Country,0,0,1,0,0,0,0,0,0,0,0,0,,
0.525258012,0.855995134,0.936584341,1,0.021148459,0.207829369,0,0.046155449,0.798841496,0.722124581,audio_features,6jwEaYcBMil5kYR35BCMZT,spotify:track:6jwEaYcBMil5kYR35BCMZT,https://api.spotify.com/v1/tracks/6jwEaYcBMil5kYR35BCMZT,https://api.spotify.com/v1/audio-analysis/6jwEaYcBMil5kYR35BCMZT,0.048723304,0.75,Show You Off: Dan + Shay ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,0,0,0,0,0,1,,
0.462248778,0.899297297,0.937025749,1,0.021428571,0.000491507,0,0.069076891,0.687203791,0.142481438,audio_features,20WJpmXfRbqeuY2TH5xYna,spotify:track:20WJpmXfRbqeuY2TH5xYna,https://api.spotify.com/v1/tracks/20WJpmXfRbqeuY2TH5xYna,https://api.spotify.com/v1/audio-analysis/20WJpmXfRbqeuY2TH5xYna,0.045842178,0.75,Lay It On Me: Dylan Scott ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,1,0,0,0,0,0,,
0.59261271,0.720046484,0.93923279,1,0.01232493,0.198793202,0,0.301937904,0.517640864,0.262929991,audio_features,3CHX2PyOIx4vXXVZEsC4kG,spotify:track:3CHX2PyOIx4vXXVZEsC4kG,https://api.spotify.com/v1/tracks/3CHX2PyOIx4vXXVZEsC4kG,https://api.spotify.com/v1/audio-analysis/3CHX2PyOIx4vXXVZEsC4kG,0.05618763,0.75,Put My Heart Down: Sara Evans ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,1,0,0,0,0,0,0,,
0.463335144,0.774425944,0.929269574,1,0.034733894,0.154616386,0,0.076578454,0.40600316,0.199263872,audio_features,1WmoBNBqH88brQhIkAkr8b,spotify:track:1WmoBNBqH88brQhIkAkr8b,https://api.spotify.com/v1/tracks/1WmoBNBqH88brQhIkAkr8b,https://api.spotify.com/v1/audio-analysis/1WmoBNBqH88brQhIkAkr8b,0.077606457,0.75,Pray for You: The Swon Brothers ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,0,0,0,1,0,0,,
0.716458446,0.862037296,0.937446138,1,0.028151261,0.264054407,0,0.051469056,0.94102159,0.257128848,audio_features,6xUsKn0ANrp87Kwuw0F43H,spotify:track:6xUsKn0ANrp87Kwuw0F43H,https://api.spotify.com/v1/tracks/6xUsKn0ANrp87Kwuw0F43H,https://api.spotify.com/v1/audio-analysis/6xUsKn0ANrp87Kwuw0F43H,0.041729355,0.75,Trailer Hitch: Kristian Bush ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,1,0,0,0,0,0,0,,
0.557848995,0.897283242,0.945538623,1,0.033193277,0.418673263,0,0.561366951,1,0.975942129,audio_features,6CsZeVdSAfEmbCNRxHL6ur,spotify:track:6CsZeVdSAfEmbCNRxHL6ur,https://api.spotify.com/v1/tracks/6CsZeVdSAfEmbCNRxHL6ur,https://api.spotify.com/v1/audio-analysis/6CsZeVdSAfEmbCNRxHL6ur,0.030036736,0.75,Eat Sleep Love You Repeat: Rodney Atkins ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,1,0,0,0,0,0,0,,
0.500271592,0.396790806,0.911466106,1,0.030392157,0.935742813,0,0.09668681,0.309110058,0.128745909,audio_features,3GG5OK3fcob2Bwyqu07QtP,spotify:track:3GG5OK3fcob2Bwyqu07QtP,https://api.spotify.com/v1/tracks/3GG5OK3fcob2Bwyqu07QtP,https://api.spotify.com/v1/audio-analysis/3GG5OK3fcob2Bwyqu07QtP,0.075032689,0.75,When I Was Your Man: Thomas Rhett ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,0,1,0,0,0,0,,
